,,,Duration
period1,sc01,t6613,1
period1,sc01,t6614,1
period1,sc01,t6615,1
period1,sc01,t6616,1
period1,sc01,t6617,1
period1,sc01,t6618,1
period1,sc01,t6619,1
period1,sc01,t6620,1
period1,sc01,t6621,1
period1,sc01,t6622,1
period1,sc01,t6623,1
period1,sc01,t6624,1
period1,sc01,t6625,1
period1,sc01,t6626,1
period1,sc01,t6627,1
period1,sc01,t6628,1
period1,sc01,t6629,1
period1,sc01,t6630,1
period1,sc01,t6631,1
period1,sc01,t6632,1
period1,sc01,t6633,1
period1,sc01,t6634,1
period1,sc01,t6635,1
period1,sc01,t6636,1
period1,sc01,t6637,1
period1,sc01,t6638,1
period1,sc01,t6639,1
period1,sc01,t6640,1
period1,sc01,t6641,1
period1,sc01,t6642,1
period1,sc01,t6643,1
period1,sc01,t6644,1
period1,sc01,t6645,1
period1,sc01,t6646,1
period1,sc01,t6647,1
period1,sc01,t6648,1
period1,sc01,t6649,1
period1,sc01,t6650,1
period1,sc01,t6651,1
period1,sc01,t6652,1
period1,sc01,t6653,1
period1,sc01,t6654,1
period1,sc01,t6655,1
period1,sc01,t6656,1
period1,sc01,t6657,1
period1,sc01,t6658,1
period1,sc01,t6659,1
period1,sc01,t6660,1
period1,sc01,t6661,1
period1,sc01,t6662,1
period1,sc01,t6663,1
period1,sc01,t6664,1
period1,sc01,t6665,1
period1,sc01,t6666,1
period1,sc01,t6667,1
period1,sc01,t6668,1
period1,sc01,t6669,1
period1,sc01,t6670,1
period1,sc01,t6671,1
period1,sc01,t6672,1
period1,sc01,t6673,1
period1,sc01,t6674,1
period1,sc01,t6675,1
period1,sc01,t6676,1
period1,sc01,t6677,1
period1,sc01,t6678,1
period1,sc01,t6679,1
period1,sc01,t6680,1
period1,sc01,t6681,1
period1,sc01,t6682,1
period1,sc01,t6683,1
period1,sc01,t6684,1
period1,sc01,t6685,1
period1,sc01,t6686,1
period1,sc01,t6687,1
period1,sc01,t6688,1
period1,sc01,t6689,1
period1,sc01,t6690,1
period1,sc01,t6691,1
period1,sc01,t6692,1
period1,sc01,t6693,1
period1,sc01,t6694,1
period1,sc01,t6695,1
period1,sc01,t6696,1
period1,sc01,t6697,1
period1,sc01,t6698,1
period1,sc01,t6699,1
period1,sc01,t6700,1
period1,sc01,t6701,1
period1,sc01,t6702,1
period1,sc01,t6703,1
period1,sc01,t6704,1
period1,sc01,t6705,1
period1,sc01,t6706,1
period1,sc01,t6707,1
period1,sc01,t6708,1
period1,sc01,t6709,1
period1,sc01,t6710,1
period1,sc01,t6711,1
period1,sc01,t6712,1
period1,sc01,t6713,1
period1,sc01,t6714,1
period1,sc01,t6715,1
period1,sc01,t6716,1
period1,sc01,t6717,1
period1,sc01,t6718,1
period1,sc01,t6719,1
period1,sc01,t6720,1
period1,sc01,t6721,1
period1,sc01,t6722,1
period1,sc01,t6723,1
period1,sc01,t6724,1
period1,sc01,t6725,1
period1,sc01,t6726,1
period1,sc01,t6727,1
period1,sc01,t6728,1
period1,sc01,t6729,1
period1,sc01,t6730,1
period1,sc01,t6731,1
period1,sc01,t6732,1
period1,sc01,t6733,1
period1,sc01,t6734,1
period1,sc01,t6735,1
period1,sc01,t6736,1
period1,sc01,t6737,1
period1,sc01,t6738,1
period1,sc01,t6739,1
period1,sc01,t6740,1
period1,sc01,t6741,1
period1,sc01,t6742,1
period1,sc01,t6743,1
period1,sc01,t6744,1
period1,sc01,t6745,1
period1,sc01,t6746,1
period1,sc01,t6747,1
period1,sc01,t6748,1
period1,sc01,t6749,1
period1,sc01,t6750,1
period1,sc01,t6751,1
period1,sc01,t6752,1
period1,sc01,t6753,1
period1,sc01,t6754,1
period1,sc01,t6755,1
period1,sc01,t6756,1
period1,sc01,t6757,1
period1,sc01,t6758,1
period1,sc01,t6759,1
period1,sc01,t6760,1
period1,sc01,t6761,1
period1,sc01,t6762,1
period1,sc01,t6763,1
period1,sc01,t6764,1
period1,sc01,t6765,1
period1,sc01,t6766,1
period1,sc01,t6767,1
period1,sc01,t6768,1
period1,sc01,t6769,1
period1,sc01,t6770,1
period1,sc01,t6771,1
period1,sc01,t6772,1
period1,sc01,t6773,1
period1,sc01,t6774,1
period1,sc01,t6775,1
period1,sc01,t6776,1
period1,sc01,t6777,1
period1,sc01,t6778,1
period1,sc01,t6779,1
period1,sc01,t6780,1
period1,sc01,t6781,1
period1,sc01,t6782,1
period1,sc01,t6783,1
period1,sc01,t6784,1
period1,sc01,t6785,1
period1,sc01,t6786,1
period1,sc01,t6787,1
period1,sc01,t6788,1
period1,sc01,t6789,1
period1,sc01,t6790,1
period1,sc01,t6791,1
period1,sc01,t6792,1
period1,sc01,t6793,1
period1,sc01,t6794,1
period1,sc01,t6795,1
period1,sc01,t6796,1
period1,sc01,t6797,1
period1,sc01,t6798,1
period1,sc01,t6799,1
period1,sc01,t6800,1
period1,sc01,t6801,1
period1,sc01,t6802,1
period1,sc01,t6803,1
period1,sc01,t6804,1
period1,sc01,t6805,1
period1,sc01,t6806,1
period1,sc01,t6807,1
period1,sc01,t6808,1
period1,sc01,t6809,1
period1,sc01,t6810,1
period1,sc01,t6811,1
period1,sc01,t6812,1
period1,sc01,t6813,1
period1,sc01,t6814,1
period1,sc01,t6815,1
period1,sc01,t6816,1
period1,sc01,t6817,1
period1,sc01,t6818,1
period1,sc01,t6819,1
period1,sc01,t6820,1
period1,sc01,t6821,1
period1,sc01,t6822,1
period1,sc01,t6823,1
period1,sc01,t6824,1
period1,sc01,t6825,1
period1,sc01,t6826,1
period1,sc01,t6827,1
period1,sc01,t6828,1
period1,sc01,t6829,1
period1,sc01,t6830,1
period1,sc01,t6831,1
period1,sc01,t6832,1
period1,sc01,t6833,1
period1,sc01,t6834,1
period1,sc01,t6835,1
period1,sc01,t6836,1
period1,sc01,t6837,1
period1,sc01,t6838,1
period1,sc01,t6839,1
period1,sc01,t6840,1
period1,sc01,t6841,1
period1,sc01,t6842,1
period1,sc01,t6843,1
period1,sc01,t6844,1
period1,sc01,t6845,1
period1,sc01,t6846,1
period1,sc01,t6847,1
period1,sc01,t6848,1
period1,sc01,t6849,1
period1,sc01,t6850,1
period1,sc01,t6851,1
period1,sc01,t6852,1
period1,sc01,t6853,1
period1,sc01,t6854,1
period1,sc01,t6855,1
period1,sc01,t6856,1
period1,sc01,t6857,1
period1,sc01,t6858,1
period1,sc01,t6859,1
period1,sc01,t6860,1
period1,sc01,t6861,1
period1,sc01,t6862,1
period1,sc01,t6863,1
period1,sc01,t6864,1
period1,sc01,t6865,1
period1,sc01,t6866,1
period1,sc01,t6867,1
period1,sc01,t6868,1
period1,sc01,t6869,1
period1,sc01,t6870,1
period1,sc01,t6871,1
period1,sc01,t6872,1
period1,sc01,t6873,1
period1,sc01,t6874,1
period1,sc01,t6875,1
period1,sc01,t6876,1
period1,sc01,t6877,1
period1,sc01,t6878,1
period1,sc01,t6879,1
period1,sc01,t6880,1
period1,sc01,t6881,1
period1,sc01,t6882,1
period1,sc01,t6883,1
period1,sc01,t6884,1
period1,sc01,t6885,1
period1,sc01,t6886,1
period1,sc01,t6887,1
period1,sc01,t6888,1
period1,sc01,t6889,1
period1,sc01,t6890,1
period1,sc01,t6891,1
period1,sc01,t6892,1
period1,sc01,t6893,1
period1,sc01,t6894,1
period1,sc01,t6895,1
period1,sc01,t6896,1
period1,sc01,t6897,1
period1,sc01,t6898,1
period1,sc01,t6899,1
period1,sc01,t6900,1
period1,sc01,t6901,1
period1,sc01,t6902,1
period1,sc01,t6903,1
period1,sc01,t6904,1
period1,sc01,t6905,1
period1,sc01,t6906,1
period1,sc01,t6907,1
period1,sc01,t6908,1
period1,sc01,t6909,1
period1,sc01,t6910,1
period1,sc01,t6911,1
period1,sc01,t6912,1
period1,sc01,t6913,1
period1,sc01,t6914,1
period1,sc01,t6915,1
period1,sc01,t6916,1
period1,sc01,t6917,1
period1,sc01,t6918,1
period1,sc01,t6919,1
period1,sc01,t6920,1
period1,sc01,t6921,1
period1,sc01,t6922,1
period1,sc01,t6923,1
period1,sc01,t6924,1
period1,sc01,t6925,1
period1,sc01,t6926,1
period1,sc01,t6927,1
period1,sc01,t6928,1
period1,sc01,t6929,1
period1,sc01,t6930,1
period1,sc01,t6931,1
period1,sc01,t6932,1
period1,sc01,t6933,1
period1,sc01,t6934,1
period1,sc01,t6935,1
period1,sc01,t6936,1
period1,sc01,t6937,1
period1,sc01,t6938,1
period1,sc01,t6939,1
period1,sc01,t6940,1
period1,sc01,t6941,1
period1,sc01,t6942,1
period1,sc01,t6943,1
period1,sc01,t6944,1
period1,sc01,t6945,1
period1,sc01,t6946,1
period1,sc01,t6947,1
period1,sc01,t6948,1
period1,sc01,t6949,1
period1,sc01,t6950,1
period1,sc01,t6951,1
period1,sc01,t6952,1
period1,sc01,t6953,1
period1,sc01,t6954,1
period1,sc01,t6955,1
period1,sc01,t6956,1
period1,sc01,t6957,1
period1,sc01,t6958,1
period1,sc01,t6959,1
period1,sc01,t6960,1
period1,sc01,t6961,1
period1,sc01,t6962,1
period1,sc01,t6963,1
period1,sc01,t6964,1
period1,sc01,t6965,1
period1,sc01,t6966,1
period1,sc01,t6967,1
period1,sc01,t6968,1
period1,sc01,t6969,1
period1,sc01,t6970,1
period1,sc01,t6971,1
period1,sc01,t6972,1
period1,sc01,t6973,1
period1,sc01,t6974,1
period1,sc01,t6975,1
period1,sc01,t6976,1
period1,sc01,t6977,1
period1,sc01,t6978,1
period1,sc01,t6979,1
period1,sc01,t6980,1
period1,sc01,t6981,1
period1,sc01,t6982,1
period1,sc01,t6983,1
period1,sc01,t6984,1
period1,sc01,t6985,1
period1,sc01,t6986,1
period1,sc01,t6987,1
period1,sc01,t6988,1
period1,sc01,t6989,1
period1,sc01,t6990,1
period1,sc01,t6991,1
period1,sc01,t6992,1
period1,sc01,t6993,1
period1,sc01,t6994,1
period1,sc01,t6995,1
period1,sc01,t6996,1
period1,sc01,t6997,1
period1,sc01,t6998,1
period1,sc01,t6999,1
period1,sc01,t7000,1
period1,sc01,t7001,1
period1,sc01,t7002,1
period1,sc01,t7003,1
period1,sc01,t7004,1
period1,sc01,t7005,1
period1,sc01,t7006,1
period1,sc01,t7007,1
period1,sc01,t7008,1
period1,sc01,t7009,1
period1,sc01,t7010,1
period1,sc01,t7011,1
period1,sc01,t7012,1
period1,sc01,t7013,1
period1,sc01,t7014,1
period1,sc01,t7015,1
period1,sc01,t7016,1
period1,sc01,t7017,1
period1,sc01,t7018,1
period1,sc01,t7019,1
period1,sc01,t7020,1
period1,sc01,t7021,1
period1,sc01,t7022,1
period1,sc01,t7023,1
period1,sc01,t7024,1
period1,sc01,t7025,1
period1,sc01,t7026,1
period1,sc01,t7027,1
period1,sc01,t7028,1
period1,sc01,t7029,1
period1,sc01,t7030,1
period1,sc01,t7031,1
period1,sc01,t7032,1
period1,sc01,t7033,1
period1,sc01,t7034,1
period1,sc01,t7035,1
period1,sc01,t7036,1
period1,sc01,t7037,1
period1,sc01,t7038,1
period1,sc01,t7039,1
period1,sc01,t7040,1
period1,sc01,t7041,1
period1,sc01,t7042,1
period1,sc01,t7043,1
period1,sc01,t7044,1
period1,sc01,t7045,1
period1,sc01,t7046,1
period1,sc01,t7047,1
period1,sc01,t7048,1
period1,sc01,t7049,1
period1,sc01,t7050,1
period1,sc01,t7051,1
period1,sc01,t7052,1
period1,sc01,t7053,1
period1,sc01,t7054,1
period1,sc01,t7055,1
period1,sc01,t7056,1
period1,sc01,t7057,1
period1,sc01,t7058,1
period1,sc01,t7059,1
period1,sc01,t7060,1
period1,sc01,t7061,1
period1,sc01,t7062,1
period1,sc01,t7063,1
period1,sc01,t7064,1
period1,sc01,t7065,1
period1,sc01,t7066,1
period1,sc01,t7067,1
period1,sc01,t7068,1
period1,sc01,t7069,1
period1,sc01,t7070,1
period1,sc01,t7071,1
period1,sc01,t7072,1
period1,sc01,t7073,1
period1,sc01,t7074,1
period1,sc01,t7075,1
period1,sc01,t7076,1
period1,sc01,t7077,1
period1,sc01,t7078,1
period1,sc01,t7079,1
period1,sc01,t7080,1
period1,sc01,t7081,1
period1,sc01,t7082,1
period1,sc01,t7083,1
period1,sc01,t7084,1
period1,sc01,t7085,1
period1,sc01,t7086,1
period1,sc01,t7087,1
period1,sc01,t7088,1
period1,sc01,t7089,1
period1,sc01,t7090,1
period1,sc01,t7091,1
period1,sc01,t7092,1
period1,sc01,t7093,1
period1,sc01,t7094,1
period1,sc01,t7095,1
period1,sc01,t7096,1
period1,sc01,t7097,1
period1,sc01,t7098,1
period1,sc01,t7099,1
period1,sc01,t7100,1
period1,sc01,t7101,1
period1,sc01,t7102,1
period1,sc01,t7103,1
period1,sc01,t7104,1
period1,sc01,t7105,1
period1,sc01,t7106,1
period1,sc01,t7107,1
period1,sc01,t7108,1
period1,sc01,t7109,1
period1,sc01,t7110,1
period1,sc01,t7111,1
period1,sc01,t7112,1
period1,sc01,t7113,1
period1,sc01,t7114,1
period1,sc01,t7115,1
period1,sc01,t7116,1
period1,sc01,t7117,1
period1,sc01,t7118,1
period1,sc01,t7119,1
period1,sc01,t7120,1
period1,sc01,t7121,1
period1,sc01,t7122,1
period1,sc01,t7123,1
period1,sc01,t7124,1
period1,sc01,t7125,1
period1,sc01,t7126,1
period1,sc01,t7127,1
period1,sc01,t7128,1
period1,sc01,t7129,1
period1,sc01,t7130,1
period1,sc01,t7131,1
period1,sc01,t7132,1
period1,sc01,t7133,1
period1,sc01,t7134,1
period1,sc01,t7135,1
period1,sc01,t7136,1
period1,sc01,t7137,1
period1,sc01,t7138,1
period1,sc01,t7139,1
period1,sc01,t7140,1
period1,sc01,t7141,1
period1,sc01,t7142,1
period1,sc01,t7143,1
period1,sc01,t7144,1
period1,sc01,t7145,1
period1,sc01,t7146,1
period1,sc01,t7147,1
period1,sc01,t7148,1
period1,sc01,t7149,1
period1,sc01,t7150,1
period1,sc01,t7151,1
period1,sc01,t7152,1
period1,sc01,t7153,1
period1,sc01,t7154,1
period1,sc01,t7155,1
period1,sc01,t7156,1
period1,sc01,t7157,1
period1,sc01,t7158,1
period1,sc01,t7159,1
period1,sc01,t7160,1
period1,sc01,t7161,1
period1,sc01,t7162,1
period1,sc01,t7163,1
period1,sc01,t7164,1
period1,sc01,t7165,1
period1,sc01,t7166,1
period1,sc01,t7167,1
period1,sc01,t7168,1
period1,sc01,t7169,1
period1,sc01,t7170,1
period1,sc01,t7171,1
period1,sc01,t7172,1
period1,sc01,t7173,1
period1,sc01,t7174,1
period1,sc01,t7175,1
period1,sc01,t7176,1
period1,sc01,t7177,1
period1,sc01,t7178,1
period1,sc01,t7179,1
period1,sc01,t7180,1
period1,sc01,t7181,1
period1,sc01,t7182,1
period1,sc01,t7183,1
period1,sc01,t7184,1
period1,sc01,t7185,1
period1,sc01,t7186,1
period1,sc01,t7187,1
period1,sc01,t7188,1
period1,sc01,t7189,1
period1,sc01,t7190,1
period1,sc01,t7191,1
period1,sc01,t7192,1
period1,sc01,t7193,1
period1,sc01,t7194,1
period1,sc01,t7195,1
period1,sc01,t7196,1
period1,sc01,t7197,1
period1,sc01,t7198,1
period1,sc01,t7199,1
period1,sc01,t7200,1
period1,sc01,t7201,1
period1,sc01,t7202,1
period1,sc01,t7203,1
period1,sc01,t7204,1
period1,sc01,t7205,1
period1,sc01,t7206,1
period1,sc01,t7207,1
period1,sc01,t7208,1
period1,sc01,t7209,1
period1,sc01,t7210,1
period1,sc01,t7211,1
period1,sc01,t7212,1
period1,sc01,t7213,1
period1,sc01,t7214,1
period1,sc01,t7215,1
period1,sc01,t7216,1
period1,sc01,t7217,1
period1,sc01,t7218,1
period1,sc01,t7219,1
period1,sc01,t7220,1
period1,sc01,t7221,1
period1,sc01,t7222,1
period1,sc01,t7223,1
period1,sc01,t7224,1
period1,sc01,t7225,1
period1,sc01,t7226,1
period1,sc01,t7227,1
period1,sc01,t7228,1
period1,sc01,t7229,1
period1,sc01,t7230,1
period1,sc01,t7231,1
period1,sc01,t7232,1
period1,sc01,t7233,1
period1,sc01,t7234,1
period1,sc01,t7235,1
period1,sc01,t7236,1
period1,sc01,t7237,1
period1,sc01,t7238,1
period1,sc01,t7239,1
period1,sc01,t7240,1
period1,sc01,t7241,1
period1,sc01,t7242,1
period1,sc01,t7243,1
period1,sc01,t7244,1
period1,sc01,t7245,1
period1,sc01,t7246,1
period1,sc01,t7247,1
period1,sc01,t7248,1
period1,sc01,t7249,1
period1,sc01,t7250,1
period1,sc01,t7251,1
period1,sc01,t7252,1
period1,sc01,t7253,1
period1,sc01,t7254,1
period1,sc01,t7255,1
period1,sc01,t7256,1
period1,sc01,t7257,1
period1,sc01,t7258,1
period1,sc01,t7259,1
period1,sc01,t7260,1
period1,sc01,t7261,1
period1,sc01,t7262,1
period1,sc01,t7263,1
period1,sc01,t7264,1
period1,sc01,t7265,1
period1,sc01,t7266,1
period1,sc01,t7267,1
period1,sc01,t7268,1
period1,sc01,t7269,1
period1,sc01,t7270,1
period1,sc01,t7271,1
period1,sc01,t7272,1
period1,sc01,t7273,1
period1,sc01,t7274,1
period1,sc01,t7275,1
period1,sc01,t7276,1
period1,sc01,t7277,1
period1,sc01,t7278,1
period1,sc01,t7279,1
period1,sc01,t7280,1
period1,sc01,t7281,1
period1,sc01,t7282,1
period1,sc01,t7283,1
period1,sc01,t7284,1
period1,sc01,t7285,1
period1,sc01,t7286,1
period1,sc01,t7287,1
period1,sc01,t7288,1
period1,sc01,t7289,1
period1,sc01,t7290,1
period1,sc01,t7291,1
period1,sc01,t7292,1
period1,sc01,t7293,1
period1,sc01,t7294,1
period1,sc01,t7295,1
period1,sc01,t7296,1
period1,sc01,t7297,1
period1,sc01,t7298,1
period1,sc01,t7299,1
period1,sc01,t7300,1
period1,sc01,t7301,1
period1,sc01,t7302,1
period1,sc01,t7303,1
period1,sc01,t7304,1
period1,sc01,t7305,1
period1,sc01,t7306,1
period1,sc01,t7307,1
period1,sc01,t7308,1
period1,sc01,t7309,1
period1,sc01,t7310,1
period1,sc01,t7311,1
period1,sc01,t7312,1
period1,sc01,t7313,1
period1,sc01,t7314,1
period1,sc01,t7315,1
period1,sc01,t7316,1
period1,sc01,t7317,1
period1,sc01,t7318,1
period1,sc01,t7319,1
period1,sc01,t7320,1
period1,sc01,t7321,1
period1,sc01,t7322,1
period1,sc01,t7323,1
period1,sc01,t7324,1
period1,sc01,t7325,1
period1,sc01,t7326,1
period1,sc01,t7327,1
period1,sc01,t7328,1
period1,sc01,t7329,1
period1,sc01,t7330,1
period1,sc01,t7331,1
period1,sc01,t7332,1
period1,sc01,t7333,1
period1,sc01,t7334,1
period1,sc01,t7335,1
period1,sc01,t7336,1
period1,sc01,t7337,1
period1,sc01,t7338,1
period1,sc01,t7339,1
period1,sc01,t7340,1
period1,sc01,t7341,1
period1,sc01,t7342,1
period1,sc01,t7343,1
period1,sc01,t7344,1
period1,sc01,t7345,1
period1,sc01,t7346,1
period1,sc01,t7347,1
period1,sc01,t7348,1
period1,sc01,t7349,1
period1,sc01,t7350,1
period1,sc01,t7351,1
period1,sc01,t7352,1
period1,sc01,t7353,1
period1,sc01,t7354,1
period1,sc01,t7355,1
period1,sc01,t7356,1
period1,sc01,t7357,1
period1,sc01,t7358,1
period1,sc01,t7359,1
period1,sc01,t7360,1
period1,sc01,t7361,1
period1,sc01,t7362,1
period1,sc01,t7363,1
period1,sc01,t7364,1
period1,sc01,t7365,1
period1,sc01,t7366,1
period1,sc01,t7367,1
period1,sc01,t7368,1
period1,sc01,t7369,1
period1,sc01,t7370,1
period1,sc01,t7371,1
period1,sc01,t7372,1
period1,sc01,t7373,1
period1,sc01,t7374,1
period1,sc01,t7375,1
period1,sc01,t7376,1
period1,sc01,t7377,1
period1,sc01,t7378,1
period1,sc01,t7379,1
period1,sc01,t7380,1
period1,sc01,t7381,1
period1,sc01,t7382,1
period1,sc01,t7383,1
period1,sc01,t7384,1
period1,sc01,t7385,1
period1,sc01,t7386,1
period1,sc01,t7387,1
period1,sc01,t7388,1
period1,sc01,t7389,1
period1,sc01,t7390,1
period1,sc01,t7391,1
period1,sc01,t7392,1
period1,sc01,t7393,1
period1,sc01,t7394,1
period1,sc01,t7395,1
period1,sc01,t7396,1
period1,sc01,t7397,1
period1,sc01,t7398,1
period1,sc01,t7399,1
period1,sc01,t7400,1
period1,sc01,t7401,1
period1,sc01,t7402,1
period1,sc01,t7403,1
period1,sc01,t7404,1
period1,sc01,t7405,1
period1,sc01,t7406,1
period1,sc01,t7407,1
period1,sc01,t7408,1
period1,sc01,t7409,1
period1,sc01,t7410,1
period1,sc01,t7411,1
period1,sc01,t7412,1
period1,sc01,t7413,1
period1,sc01,t7414,1
period1,sc01,t7415,1
period1,sc01,t7416,1
period1,sc01,t7417,1
period1,sc01,t7418,1
period1,sc01,t7419,1
period1,sc01,t7420,1
period1,sc01,t7421,1
period1,sc01,t7422,1
period1,sc01,t7423,1
period1,sc01,t7424,1
period1,sc01,t7425,1
period1,sc01,t7426,1
period1,sc01,t7427,1
period1,sc01,t7428,1
period1,sc01,t7429,1
period1,sc01,t7430,1
period1,sc01,t7431,1
period1,sc01,t7432,1
period1,sc01,t7433,1
period1,sc01,t7434,1
period1,sc01,t7435,1
period1,sc01,t7436,1
period1,sc01,t7437,1
period1,sc01,t7438,1
period1,sc01,t7439,1
period1,sc01,t7440,1
period1,sc01,t7441,1
period1,sc01,t7442,1
period1,sc01,t7443,1
period1,sc01,t7444,1
period1,sc01,t7445,1
period1,sc01,t7446,1
period1,sc01,t7447,1
period1,sc01,t7448,1
period1,sc01,t7449,1
period1,sc01,t7450,1
period1,sc01,t7451,1
period1,sc01,t7452,1
period1,sc01,t7453,1
period1,sc01,t7454,1
period1,sc01,t7455,1
period1,sc01,t7456,1
period1,sc01,t7457,1
period1,sc01,t7458,1
period1,sc01,t7459,1
period1,sc01,t7460,1
period1,sc01,t7461,1
period1,sc01,t7462,1
period1,sc01,t7463,1
period1,sc01,t7464,1
period1,sc01,t7465,1
period1,sc01,t7466,1
period1,sc01,t7467,1
period1,sc01,t7468,1
period1,sc01,t7469,1
period1,sc01,t7470,1
period1,sc01,t7471,1
period1,sc01,t7472,1
period1,sc01,t7473,1
period1,sc01,t7474,1
period1,sc01,t7475,1
period1,sc01,t7476,1
period1,sc01,t7477,1
period1,sc01,t7478,1
period1,sc01,t7479,1
period1,sc01,t7480,1
period1,sc01,t7481,1
period1,sc01,t7482,1
period1,sc01,t7483,1
period1,sc01,t7484,1
period1,sc01,t7485,1
period1,sc01,t7486,1
period1,sc01,t7487,1
period1,sc01,t7488,1
period1,sc01,t7489,1
period1,sc01,t7490,1
period1,sc01,t7491,1
period1,sc01,t7492,1
period1,sc01,t7493,1
period1,sc01,t7494,1
period1,sc01,t7495,1
period1,sc01,t7496,1
period1,sc01,t7497,1
period1,sc01,t7498,1
period1,sc01,t7499,1
period1,sc01,t7500,1
period1,sc01,t7501,1
period1,sc01,t7502,1
period1,sc01,t7503,1
period1,sc01,t7504,1
period1,sc01,t7505,1
period1,sc01,t7506,1
period1,sc01,t7507,1
period1,sc01,t7508,1
period1,sc01,t7509,1
period1,sc01,t7510,1
period1,sc01,t7511,1
period1,sc01,t7512,1
period1,sc01,t7513,1
period1,sc01,t7514,1
period1,sc01,t7515,1
period1,sc01,t7516,1
period1,sc01,t7517,1
period1,sc01,t7518,1
period1,sc01,t7519,1
period1,sc01,t7520,1
period1,sc01,t7521,1
period1,sc01,t7522,1
period1,sc01,t7523,1
period1,sc01,t7524,1
period1,sc01,t7525,1
period1,sc01,t7526,1
period1,sc01,t7527,1
period1,sc01,t7528,1
period1,sc01,t7529,1
period1,sc01,t7530,1
period1,sc01,t7531,1
period1,sc01,t7532,1
period1,sc01,t7533,1
period1,sc01,t7534,1
period1,sc01,t7535,1
period1,sc01,t7536,1
period1,sc01,t7537,1
period1,sc01,t7538,1
period1,sc01,t7539,1
period1,sc01,t7540,1
period1,sc01,t7541,1
period1,sc01,t7542,1
period1,sc01,t7543,1
period1,sc01,t7544,1
period1,sc01,t7545,1
period1,sc01,t7546,1
period1,sc01,t7547,1
period1,sc01,t7548,1
period1,sc01,t7549,1
period1,sc01,t7550,1
period1,sc01,t7551,1
period1,sc01,t7552,1
period1,sc01,t7553,1
period1,sc01,t7554,1
period1,sc01,t7555,1
period1,sc01,t7556,1
period1,sc01,t7557,1
period1,sc01,t7558,1
period1,sc01,t7559,1
period1,sc01,t7560,1
period1,sc01,t7561,1
period1,sc01,t7562,1
period1,sc01,t7563,1
period1,sc01,t7564,1
period1,sc01,t7565,1
period1,sc01,t7566,1
period1,sc01,t7567,1
period1,sc01,t7568,1
period1,sc01,t7569,1
period1,sc01,t7570,1
period1,sc01,t7571,1
period1,sc01,t7572,1
period1,sc01,t7573,1
period1,sc01,t7574,1
period1,sc01,t7575,1
period1,sc01,t7576,1
period1,sc01,t7577,1
period1,sc01,t7578,1
period1,sc01,t7579,1
period1,sc01,t7580,1
period1,sc01,t7581,1
period1,sc01,t7582,1
period1,sc01,t7583,1
period1,sc01,t7584,1
period1,sc01,t7585,1
period1,sc01,t7586,1
period1,sc01,t7587,1
period1,sc01,t7588,1
period1,sc01,t7589,1
period1,sc01,t7590,1
period1,sc01,t7591,1
period1,sc01,t7592,1
period1,sc01,t7593,1
period1,sc01,t7594,1
period1,sc01,t7595,1
period1,sc01,t7596,1
period1,sc01,t7597,1
period1,sc01,t7598,1
period1,sc01,t7599,1
period1,sc01,t7600,1
period1,sc01,t7601,1
period1,sc01,t7602,1
period1,sc01,t7603,1
period1,sc01,t7604,1
period1,sc01,t7605,1
period1,sc01,t7606,1
period1,sc01,t7607,1
period1,sc01,t7608,1
period1,sc01,t7609,1
period1,sc01,t7610,1
period1,sc01,t7611,1
period1,sc01,t7612,1
period1,sc01,t7613,1
period1,sc01,t7614,1
period1,sc01,t7615,1
period1,sc01,t7616,1
period1,sc01,t7617,1
period1,sc01,t7618,1
period1,sc01,t7619,1
period1,sc01,t7620,1
period1,sc01,t7621,1
period1,sc01,t7622,1
period1,sc01,t7623,1
period1,sc01,t7624,1
period1,sc01,t7625,1
period1,sc01,t7626,1
period1,sc01,t7627,1
period1,sc01,t7628,1
period1,sc01,t7629,1
period1,sc01,t7630,1
period1,sc01,t7631,1
period1,sc01,t7632,1
period1,sc01,t7633,1
period1,sc01,t7634,1
period1,sc01,t7635,1
period1,sc01,t7636,1
period1,sc01,t7637,1
period1,sc01,t7638,1
period1,sc01,t7639,1
period1,sc01,t7640,1
period1,sc01,t7641,1
period1,sc01,t7642,1
period1,sc01,t7643,1
period1,sc01,t7644,1
period1,sc01,t7645,1
period1,sc01,t7646,1
period1,sc01,t7647,1
period1,sc01,t7648,1
period1,sc01,t7649,1
period1,sc01,t7650,1
period1,sc01,t7651,1
period1,sc01,t7652,1
period1,sc01,t7653,1
period1,sc01,t7654,1
period1,sc01,t7655,1
period1,sc01,t7656,1
period1,sc01,t7657,1
period1,sc01,t7658,1
period1,sc01,t7659,1
period1,sc01,t7660,1
period1,sc01,t7661,1
period1,sc01,t7662,1
period1,sc01,t7663,1
period1,sc01,t7664,1
period1,sc01,t7665,1
period1,sc01,t7666,1
period1,sc01,t7667,1
period1,sc01,t7668,1
period1,sc01,t7669,1
period1,sc01,t7670,1
period1,sc01,t7671,1
period1,sc01,t7672,1
period1,sc01,t7673,1
period1,sc01,t7674,1
period1,sc01,t7675,1
period1,sc01,t7676,1
period1,sc01,t7677,1
period1,sc01,t7678,1
period1,sc01,t7679,1
period1,sc01,t7680,1
period1,sc01,t7681,1
period1,sc01,t7682,1
period1,sc01,t7683,1
period1,sc01,t7684,1
period1,sc01,t7685,1
period1,sc01,t7686,1
period1,sc01,t7687,1
period1,sc01,t7688,1
