SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
REDE:,Meteorológica,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
CÓDIGO,NOME,ALTITUDE (M),LATITUDE (ºN),LONGITUDE (ºW),COORD_X (M),COORD_Y (M),ALTITUDE (M),BACIA,DISTRITO,CONCELHO,FREGUESIA,ENTIDADE RESPONSÁVEL (AUTOMÁTICA),ENTIDADE RESPONSÁVEL (CONVENCIONAL),TIPO ESTAÇÃO (AUTOMÁTICA),TIPO ESTAÇÃO (CONVENCIONAL),ENTRADA FUNCIONAMENTO (CONVENCIONAL),ENCERRAMENTO (CONVENCIONAL),ENTRADA FUNCIONAMENTO (AUTOMÁTICA),ENCERRAMENTO (AUTOMÁTICA),TELEMETRIA,ESTADO,ÍNDICE QUALIDADE*
02K/01UG,CASAIS DA VEIGA (EX. PADORNELOS),1065,41.86,-7.757,231232.352,543451.618,1065,CÁVADO/RIBEIRAS COSTEIRAS,VILA REAL,MONTALEGRE,PADORNELOS,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,16148,-,39127,-,NÃO,ATIVA,-
13L/03U,CASAL DA SERRA,725,40.048775,-7.551388,249640.974,342411.411,725,TEJO,CASTELO BRANCO,CASTELO BRANCO,SÃO VICENTE DA BEIRA,-,EDP,-,Udométrica,18629,36525,-,-,NÃO,EXTINTA,-
13D/04UG,CASAL DO RATO,22,40.153479,-8.843352,139485.307,354118.611,22,MONDEGO,COIMBRA,FIGUEIRA DA FOZ,SÃO JULIÃO DA FIGUEIRA DA FOZ,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29021,-,37145,-,NÃO,ATIVA,-
02G/09G,CASAL SOEIRO,95,41.863,-8.429,175416.003,543733.654,95,LIMA,VIANA DO CASTELO,ARCOS DE VALDEVEZ,PROZELO,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udográfica,22190,-,37391,-,SIM,ATIVA,-
21A/11G,CASCAIS,50,38.703,-9.428,87327,193650,50,RIBEIRAS DO OESTE,LISBOA,CASCAIS,CASCAIS,Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udográfica,32690,-,37209,-,SIM,ATIVA,-
13H/05UG,CASTANHEIRA DE PÊRA,471,40.00182,-8.21084,193362.642,337039.155,471,TEJO,LEIRIA,CASTANHEIRA DE PÊRA,CASTANHEIRA DE PÊRA,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,17884,-,38068,-,NÃO,ATIVA,-
12N/01UG,CASTELEIRO,556,40.305329,-7.237837,276111,371121,556,TEJO,GUARDA,SABUGAL,CASTELEIRO,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29373,-,37174,-,NÃO,ATIVA,-
17M/01G,CASTELO DE VIDE,552,39.411546,-7.452479,258617.613,271718.389,552,TEJO,PORTALEGRE,CASTELO DE VIDE,SÃO JOÃO BAPTISTA,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udográfica,11628,-,36922,-,SIM,ATIVA,-
07O/05UG,CASTELO MELHOR,286,41.015464,-7.068077,289589.07,450141.909,286,DOURO,GUARDA,VILA NOVA DE FOZ CÔA,CASTELO MELHOR,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,30225,-,37172,-,NÃO,ATIVA,-
13M/03G,CASTELO NOVO,617,40.081,-7.498,254166.93,345971.24,617,TEJO,CASTELO BRANCO,FUNDÃO,CASTELO NOVO,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udográfica,31048,-,36210,-,SIM,SUSPENSA,-
05G/03UG,CASTELÕES,147,41.41,-8.428,175329,493425,147,AVE,BRAGA,VILA NOVA DE FAMALICÃO,CASTELÕES,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,29129,-,37659,41004,NÃO,DESATIVADA,-
08J/04G,CASTRO DAIRE,584,40.89,-7.938,216484.115,435731.335,584,DOURO,VISEU,CASTRO DAIRE,RIBOLHOS,-,CCDR-CENTRO,-,Udográfica,275,37313,-,-,NÃO,EXTINTA,-
08J/06G,CASTRO DAIRE (LAMELAS),697,40.924,-7.94,216242,439482,697,DOURO,VISEU,CASTRO DAIRE,CASTRO DAIRE,Autoridade Nacional da Água,-,Udográfica,-,-,-,37314,-,SIM,ATIVA,-
01I/01U,CASTRO LABOREIRO,860,42.015,-8.151,198483.499,560661.388,860,LIMA,VIANA DO CASTELO,MELGAÇO,CASTRO LABOREIRO,-,CCDR-NORTE,-,Udométrica,11689,22235,-,-,NÃO,EXTINTA,-
30M/03UG,CASTRO MARIM,3,37.215407,-7.434644,261992.757,27947.14,3,GUADIANA,FARO,CASTRO MARIM,CASTRO MARIM,Autoridade Nacional da Água,CCDR-ALGARVE,Udográfica,Udométrica,29434,-,36937,-,NÃO,ATIVA,-
27I/01G,CASTRO VERDE,217,37.697626,-8.093276,203509.819,81240.135,217,GUADIANA,BEJA,CASTRO VERDE,CASTRO VERDE,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udográfica,11567,-,36901,-,SIM,ATIVA,-
30J/02G,CATRAIA,475,37.310162,-7.838413,226121,38276,475,GUADIANA,FARO,TAVIRA,CACHOPO,Autoridade Nacional da Água,CCDR-ALGARVE,Udográfica,Udográfica,11567,27149,36924,-,SIM,ATIVA,-
04J/04UG,CAVEZ,292,41.502957,-7.904215,219113.626,503762.678,292,DOURO,BRAGA,CABECEIRAS DE BASTO,CAVEZ,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,11861,-,38848,-,NÃO,ATIVA,-
15F/02C,CAXARIAS,132,39.705,-8.531,165842.814,304171.77,132,TEJO,SANTARÉM,OURÉM,CAXARIAS,Autoridade Nacional da Água,CCDR-LVT,Climatológica,Climatológica,29129,-,37225,-,NÃO,ATIVA,-
16C/01C,CELA,2,39.573,-9.068,119669,289808,2,RIBEIRAS DO OESTE,LEIRIA,NAZARÉ,FAMALICÃO,Autoridade Nacional da Água,CCDR-LVT,Climatológica,Climatológica,13789,-,37224,-,SIM,ATIVA,-
03P/01UG,CELAS,905,41.714088,-6.922264,300771.927,527894.434,905,DOURO,BRAGANÇA,VINHAIS,CELAS,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,11689,-,37677,-,NÃO,ATIVA,-
10M/01G,CELORICO DA BEIRA,448,40.646842,-7.386959,263113.451,408927.473,448,MONDEGO,GUARDA,CELORICO DA BEIRA,CELORICO (SANTA MARIA),Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udográfica,15432,-,37194,-,SIM,ATIVA,-
05I/01UG,CELORICO DE BASTO,227,41.383509,-8.001434,211016.458,490479.578,227,DOURO,BRAGA,CELORICO DE BASTO,BRITELO,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,11862,-,38847,-,NÃO,ATIVA,-
16L/02U,CENTRAL DA BRUCEIRA,235,39.532,-7.618,244282.488,285008.842,235,TEJO,PORTALEGRE,NISA,NOSSA SENHORA DA GRAÇA,-,CCDR-ALENTEJO,-,Udométrica,10867,30589,-,-,NÃO,EXTINTA,-
27E/01UG,CERCAL DO ALENTEJO,175,37.798263,-8.671195,152606.0116,92542.7317,175,SADO,SETÚBAL,SANTIAGO DO CACÉM,CERCAL,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,11638,-,36930,-,NÃO,ATIVA,-
02F/02G,CERDEIRA,452,41.884,-8.571,163665.095,546097.86,452,MINHO,VIANA DO CASTELO,PAREDES DE COURA,CUNHA,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udográfica,22190,-,38961,-,SIM,ATIVA,-
06P/01G,CEREJAIS,441,41.292693,-6.921139,301521.072,481092.346,441,DOURO,BRAGANÇA,ALFÂNDEGA DA FÉ,CEREJAIS,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udográfica,20864,-,37672,-,NÃO,ATIVA,-
15H/01C,CERNACHE DE BONJARDIM,397,39.814,-8.19,195152.418,316218.714,397,TEJO,CASTELO BRANCO,SERTÃ,CERNACHE DO BONJARDIM,Autoridade Nacional da Água,CCDR-CENTRO,Climatológica,Climatológica,17884,-,37237,-,NÃO,ATIVA,-
03K/05UG,CERVOS,842,41.738281,-7.680254,237676,529973,842,DOURO,VILA REAL,MONTALEGRE,CERVOS,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,16923,-,37731,-,NÃO,ATIVA,-
05P/01UG,CHACIM,551,41.469,-6.902,302848.068,500705.974,551,DOURO,BRAGANÇA,MACEDO DE CAVALEIROS,CHACIM,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,11963,-,37673,-,NÃO,ATIVA,-
17G/02G,CHAMUSCA,18,39.361,-8.487,169523,265977,18,TEJO,SANTARÉM,CHAMUSCA,CHAMUSCA,Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udográfica,11634,-,37033,-,SIM,ATIVA,-
03M/01G,CHAVES,350,41.727858,-7.459942,256013,528935,350,DOURO,VILA REAL,CHAVES,VILAR DE NANTES,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udográfica,11658,-,37754,-,NÃO,ATIVA,-
20B/04GC,CHELEIROS,120,38.891,-9.334,95795,214342,120,RIBEIRAS DO OESTE,LISBOA,MAFRA,CHELEIROS,Autoridade Nacional da Água,CCDR-LVT,Climatológica,Udográfica,28856,-,38210,-,NÃO,ATIVA,-
18G/01G,CHOUTO,126,39.274,-8.351,181204,256219,126,TEJO,SANTARÉM,CHAMUSCA,CHOUTO,Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udográfica,275,-,36874,-,SIM,ATIVA,-
02G/06U,CHOÇAS,109,41.915,-8.451,173592.571,549602.484,109,LIMA,VIANA DO CASTELO,ARCOS DE VALDEVEZ,SABADIM,-,CCDR-NORTE,-,Udométrica,14885,22189,-,-,NÃO,EXTINTA,-
02F/04G,CHÃ DE VIRIALHO,692,41.98,-8.566,164157.241,556832.904,692,MINHO,VIANA DO CASTELO,VALENÇA,TAIÃO,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udográfica,29129,-,37712,-,NÃO,ATIVA,-
14L/02U,CHÃO DA VA,283,39.898772,-7.634718,242622.903,325712.635,283,TEJO,CASTELO BRANCO,CASTELO BRANCO,SARZEDAS,-,EDP,-,Udométrica,14885,36525,-,-,NÃO,EXTINTA,-
16I/02UG,CHÃO DE CODES,303,39.612095,-8.053326,206851.103,293767.258,303,TEJO,SANTARÉM,MAÇÃO,ABOBOREIRA,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,14868,-,37188,-,NÃO,ATIVA,-
14G/05UG,CHÃO DE COUCE,295,39.890149,-8.376116,179215.354,324665.419,295,TEJO,LEIRIA,ANSIÃO,CHÃO DE COUCE,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29129,-,37204,-,NÃO,ATIVA,-
03H/05UG,CIBÕES,531,41.749,-8.285,187387.141,531052.605,531,CÁVADO/RIBEIRAS COSTEIRAS,BRAGA,TERRAS DE BOURO,CIBÕES,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,29434,-,37714,-,NÃO,ATIVA,-
29F/01U,CIMALHAS,454,37.365394,-8.534664,164424.78,44441.581,454,RIBEIRAS DO ALGARVE,FARO,MONCHIQUE,MONCHIQUE,-,CCDR-ALGARVE,-,Udométrica,29495,36525,-,-,NÃO,EXTINTA,-
10N/01UG,CODECEIRO,814,40.65,-7.206,278452.824,409412.899,814,DOURO,GUARDA,GUARDA,CODESSEIRO,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,20865,-,37925,-,NÃO,ATIVA,-
13H/08UG,COENTRAL GRANDE,952,40.061,-8.212,193249.86,343639.844,952,TEJO,COIMBRA,LOUSÃ,LOUSÃ,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29160,-,37145,-,NÃO,ATIVA,-
12G/02UG,COIMBRA,27,40.216,-8.437,174159.009,360892.067,27,MONDEGO,COIMBRA,COIMBRA,COIMBRA (SANTA CRUZ),Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29326,-,37179,39660,NÃO,DESATIVADA,-
21A/01C,COLARES (SARRAZOLA),56,38.802,-9.457,84974.284,204668.812,56,RIBEIRAS DO OESTE,LISBOA,SINTRA,COLARES,Autoridade Nacional da Água,CCDR-LVT,Climatológica,Climatológica,24016,36160,42614,-,NÃO,ATIVA,-
17K/01UG,COMENDA,266,39.40352,-7.784075,230419,270596,266,TEJO,PORTALEGRE,GAVIÃO,COMENDA,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,20729,-,36944,-,NÃO,ATIVA,-
23E/01C,COMPORTA,2,38.380941,-8.789834,142615,157291,2,SADO,SETÚBAL,ALCÁCER DO SAL,COMPORTA,Autoridade Nacional da Água,CCDR-ALENTEJO,Climatológica,Climatológica,12420,-,37012,-,NÃO,ATIVA,-
13G/02UG,CONDEIXA,90,40.098483,-8.496124,169045.436,347832.941,90,MONDEGO,COIMBRA,CONDEIXA-A-NOVA,CONDEIXA-A-VELHA,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29403,-,37165,-,NÃO,ATIVA,-
17G/04UG,CONSTÂNCIA,51,39.476,-8.339,182246.173,278641.37,51,TEJO,SANTARÉM,CONSTÂNCIA,CONSTÂNCIA,Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udométrica,29129,-,37189,-,NÃO,ATIVA,-
27K/02UG,CORTE DA VELHA,142,37.678,-7.745,234190.659,79152.036,142,GUADIANA,BEJA,MÉRTOLA,MÉRTOLA,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,29129,-,36936,-,NÃO,ATIVA,-
27J/02U,CORTE PEQUENA,163,37.748,-7.853,224708.703,86826.182,163,GUADIANA,BEJA,MÉRTOLA,ALCARIA RUIVA,-,CCDR-ALENTEJO,-,Udométrica,29160,36891,-,-,NÃO,EXTINTA,-
29L/02U,CORTES PEREIRAS,90,37.482076,-7.501318,255877.024,57502.411,90,GUADIANA,FARO,ALCOUTIM,ALCOUTIM,-,CCDR-ALGARVE,-,Udométrica,29129,37164,-,-,NÃO,EXTINTA,-
17E/04G,CORTIÇAL,231,39.465416,-8.768053,145357.991,277672.14,231,TEJO,SANTARÉM,SANTARÉM,ABRÃ,-,CCDR-LVT,-,Udográfica,29495,30589,-,-,NÃO,EXTINTA,-
20F/01UG,CORUCHE,73,38.965,-8.524,166123,222023,73,TEJO,SANTARÉM,CORUCHE,CORUCHE,Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udométrica,3654,-,36927,-,NÃO,ATIVA,-
30L/01UG,CORUJOS,185,37.313391,-7.556889,251076,38749,185,GUADIANA,FARO,CASTRO MARIM,AZINHAL,Autoridade Nacional da Água,CCDR-ALGARVE,Udográfica,Udométrica,21831,-,36937,-,NÃO,ATIVA,-
04J/03UG,COUTO DE DORNELAS,679,41.638,-7.84,224429,518737,679,DOURO,VILA REAL,BOTICAS,DORNELAS,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,11662,-,37757,40176,NÃO,DESATIVADA,-
02E/01U,COVAS,113,41.882,-8.701,152827.452,546007.014,113,MINHO,VIANA DO CASTELO,VILA NOVA DE CERVEIRA,COVAS,-,CCDR-NORTE,-,Udométrica,11963,22189,-,-,NÃO,EXTINTA,-
08I/02U,COVELO DE PAIVÔ,529,40.866832,-8.162531,197521.101,433091.072,529,DOURO,AVEIRO,AROUCA,COVELO DE PAIVÓ,-,CCDR-NORTE,-,Udométrica,16224,31320,-,-,NÃO,EXTINTA,-
03H/02UG,COVIDE (EX. JUNCEDA),895,41.743,-8.17,196975.419,530425.146,895,CÁVADO/RIBEIRAS COSTEIRAS,BRAGA,TERRAS DE BOURO,VILAR DA VEIGA,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,17807,-,38679,-,NÃO,ATIVA,-
12L/03G,COVILHÃ,719,40.284891,-7.510283,252965.162,368653.291,719,TEJO,CASTELO BRANCO,COVILHÃ,COVILHÃ (CONCEIÇÃO),Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udográfica,14519,-,35948,-,SIM,ATIVA,-
16E/01UG,CRESPOS,439,39.597,-8.7,151282.629,292221.249,439,LIS/RIBEIRAS COSTEIRAS,LEIRIA,BATALHA,SÃO MAMEDE,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29495,-,37168,-,NÃO,ATIVA,-
24J/03UG,CUBA,180,38.16797,-7.887533,221518,133474,180,GUADIANA,BEJA,CUBA,CUBA,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,11572,-,36935,-,NÃO,SUSPENSA,-
01H/05G,CUBALHÃO,753,42.056,-8.248,190528.313,565141.419,753,MINHO,VIANA DO CASTELO,MELGAÇO,CUBALHÃO,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udográfica,29495,-,37773,-,NÃO,ATIVA,-
06K/03U,CUMEEIRA,379,41.248789,-7.768093,230597.338,475573.035,379,DOURO,VILA REAL,SANTA MARTA DE PENAGUIÃO,CUMIEIRA,-,IVP-INAG,-,Udométrica,15980,22554,-,-,NÃO,EXTINTA,-
14G/04UG,CUMIEIRA,320,39.941817,-8.384729,178494.949,330404.3,320,MONDEGO,COIMBRA,PENELA,CUMEEIRA,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29200,-,37176,-,NÃO,ATIVA,-
12J/01UG,CÔJA,245,40.254,-7.982,212884.097,365023.214,245,MONDEGO,COIMBRA,ARGANIL,COJA,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,6392,-,37187,-,NÃO,ATIVA,-
19O/03UG,DEGOLADOS,269,39.058213,-7.119964,287693.673,232758.188,269,GUADIANA,PORTALEGRE,CAMPO MAIOR,NOSSA SENHORA DA GRAÇA DOS DEGOLADOS,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,29495,-,36943,-,NÃO,ATIVA,-
13F/02UG,DEGRACIAS,326,40.01,-8.522,166823.358,338002.869,326,MONDEGO,COIMBRA,SOURE,DEGRACIAS,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29129,-,37790,44034,NÃO,DESATIVADA,-
02R/02G,DEILÃO,892,41.847,-6.586,328502.949,543060.736,892,DOURO,BRAGANÇA,BRAGANÇA,DEILÃO,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udográfica,11689,-,37677,-,SIM,ATIVA,-
29J/02U,DUGUENO,285,37.415402,-7.96799,214613.758,49928.315,285,GUADIANA,BEJA,ALMODÔVAR,SANTA CRUZ,-,CCDR-ALENTEJO,-,Udométrica,29129,30955,-,-,NÃO,EXTINTA,-
07H/01UG,ENTRE-OS-RIOS,18,41.084,-8.292,186675.008,457164.83,18,DOURO,PORTO,MARCO DE CANAVESES,TORRÃO,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,4993,-,38791,-,NÃO,ATIVA,-
05J/02U,ERMELO,424,41.365455,-7.884766,220781.104,488495.734,424,DOURO,VILA REAL,MONDIM DE BASTO,ERMELO,-,CCDR-NORTE,-,Udométrica,20880,22280,-,-,NÃO,EXTINTA,-
06F/03UG,ERMESINDE,73,41.221,-8.559,164294.614,472510.637,73,LEÇA,PORTO,VALONGO,ERMESINDE,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,29129,-,37704,-,NÃO,ATIVA,-
03I/07G,ERMIDA,337,41.699,-8.118,201251.109,525488.184,337,CÁVADO/RIBEIRAS COSTEIRAS,BRAGA,TERRAS DE BOURO,VILAR DA VEIGA,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udográfica,18255,-,37713,-,NÃO,ATIVA,-
10I/01UG,ERMIDA (TONDELA),293,40.506551,-8.100853,202735.028,393082.198,293,MONDEGO,VISEU,TONDELA,TONDELA,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,15250,-,37789,-,NÃO,ATIVA,-
20G/01UG,ERRA,34,38.996,-8.447,172836.198,225377.066,34,TEJO,SANTARÉM,CORUCHE,ERRA,Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udométrica,29177,-,36928,38526,NÃO,DESATIVADA,-
08N/03G,ERVEDOSA (PINHEL),506,40.842,-7.183,280125.333,430718.548,506,DOURO,GUARDA,PINHEL,ERVEDOSA,-,CCDR-CENTRO,-,Udográfica,20681,36891,-,-,NÃO,EXTINTA,-
08P/02G,ESCALHÃO,615,40.948,-6.924,301773.849,442771.962,615,DOURO,GUARDA,FIGUEIRA DE CASTELO RODRIGO,ESCALHÃO,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udográfica,13424,-,37173,-,SIM,ATIVA,-
05G/05UG,ESCUDEIROS,190,41.482,-8.426,175549.678,501464.54,190,AVE,BRAGA,BRAGA,ESCUDEIROS,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,29342,-,37678,-,NÃO,ATIVA,-
08F/02UG,ESPARGO (FEIRA),70,40.915,-8.601,160548.85,438594.446,70,VOUGA/RIBEIRAS COSTEIRAS,AVEIRO,OVAR,ARADA,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,12024,-,37312,-,NÃO,ATIVA,-
19N/03UG,ESPERANÇA,341,39.15738,-7.195245,281063.879,243698.03,341,GUADIANA,PORTALEGRE,ARRONCHES,ESPERANÇA,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,29140,-,36943,-,NÃO,ATIVA,-
04E/02UG,ESPOSENDE,6,41.531,-8.776,146310.886,507021.796,6,CÁVADO/RIBEIRAS COSTEIRAS,BRAGA,ESPOSENDE,ESPOSENDE,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,29129,-,37742,-,NÃO,ATIVA,-
28L/03U,ESPÍRITO SANTO,179,37.529297,-7.626321,244792.544,62676.719,179,GUADIANA,BEJA,MÉRTOLA,ESPÍRITO SANTO,-,CCDR-ALENTEJO,-,Udométrica,29129,30955,-,-,NÃO,EXTINTA,-
11F/02UG,ESTRADA,45,40.464597,-8.641692,156866.382,388547.826,45,VOUGA/RIBEIRAS COSTEIRAS,AVEIRO,VAGOS,SANTA CATARINA,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29411,-,37194,-,SIM,ATIVA,-
14K/04UG,ESTREITO,716,39.948,-7.793,229082,331081,716,TEJO,CASTELO BRANCO,OLEIROS,ESTREITO,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29129,-,37316,-,NÃO,ATIVA,-
20L/01G,ESTREMOZ,333,38.84161,-7.61592,244901,208351,333,TEJO,ÉVORA,ESTREMOZ,ESTREMOZ (SANTA MARIA),Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udográfica,4019,-,36942,-,NÃO,ATIVA,-
31J/04UG,ESTÓI,63,37.091,-7.911,219768,13963,63,RIBEIRAS DO ALGARVE,FARO,FARO,ESTOI,Autoridade Nacional da Água,CCDR-ALGARVE,Udográfica,Udométrica,29434,-,36965,-,NÃO,SUSPENSA,-
02G/03G,EXTREMO,419,41.963,-8.468,172230.313,554852.95,419,MINHO,VIANA DO CASTELO,ARCOS DE VALDEVEZ,EXTREMO,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udográfica,22190,-,37773,-,SIM,ATIVA,-
05H/01UC,FAFE,259,41.446,-8.215,193131.72,497415.866,259,AVE,BRAGA,FAFE,ARÕES (SANTA CRISTINA),Autoridade Nacional da Água,CCDR-NORTE,Climatológica,Udométrica,11658,-,37769,37958,NÃO,DESATIVADA,-
13J/01UG,FAJÃO,700,40.143,-7.92,218160.146,352788.682,700,MONDEGO,COIMBRA,PAMPILHOSA DA SERRA,FAJÃO,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,11567,-,37196,-,NÃO,SUSPENSA,-
05F/03UG,FARIA,65,41.478,-8.667,155408.731,501066.967,65,CÁVADO/RIBEIRAS COSTEIRAS,BRAGA,BARCELOS,FARIA,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,29373,-,37761,-,NÃO,ATIVA,-
30L/03UG,FAZ FATO,214,37.232,-7.594,247829.405,29704.393,214,RIBEIRAS DO ALGARVE,FARO,TAVIRA,CONCEIÇÃO,Autoridade Nacional da Água,CCDR-ALGARVE,Udográfica,Udométrica,16711,-,37077,-,NÃO,ATIVA,-
30J/03G,FEITEIRA,506,37.280556,-7.861723,224064,34984,506,GUADIANA,FARO,TAVIRA,CACHOPO,Autoridade Nacional da Água,-,Udográfica,-,-,-,37077,-,SIM,ATIVA,-
22M/04UG,FERREIRA CAPELINS,212,38.566815,-7.362176,267187.561,178000.143,212,GUADIANA,ÉVORA,ALANDROAL,CAPELINS (SANTO ANTÓNIO),Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,29434,-,36936,45189,NÃO,DESATIVADA,-
25I/01UG,FERREIRA DO ALENTEJO,143,38.058,-8.113,201785.955,121259.943,143,SADO,BEJA,FERREIRA DO ALENTEJO,FERREIRA DO ALENTEJO,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,11635,-,37720,-,NÃO,SUSPENSA,-
15H/02UG,FERREIRA DO ZÊZERE,348,39.692,-8.29,186542.249,302627.419,348,TEJO,SANTARÉM,FERREIRA DO ZÊZERE,FERREIRA DO ZÊZERE,Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udométrica,11628,-,37188,39652,NÃO,DESATIVADA,-
12E/02UG,FERREIRA-A-NOVA,18,40.235,-8.748,147666.397,363157.383,18,MONDEGO,COIMBRA,FIGUEIRA DA FOZ,FERREIRA-A-NOVA,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29020,-,37487,-,NÃO,ATIVA,-
08M/04UG,FERREIRIM (R.E.),596,40.941567,-7.496414,253618.098,441584.579,596,DOURO,VISEU,SERNANCELHE,FERREIRIM,EDP,EDP,Udográfica,Udométrica,18172,-,39738,-,NÃO,ATIVA,-
30M/01G,FIGUEIRAIS,58,37.248741,-7.484646,257529.228,31615.106,58,GUADIANA,FARO,CASTRO MARIM,CASTRO MARIM,-,CCDR-ALGARVE,-,Udográfica,13089,31039,-,-,NÃO,EXTINTA,-
14H/01UG,FIGUEIRÓ DOS VINHOS,451,39.899318,-8.282504,187223.84,325665.714,451,TEJO,LEIRIA,FIGUEIRÓ DOS VINHOS,FIGUEIRÓ DOS VINHOS,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,17884,-,37176,-,NÃO,SUSPENSA,-
03K/04UG,FIRVIDAS,935,41.789,-7.723,234068,535632,935,DOURO,VILA REAL,MONTALEGRE,CHÃ,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,20149,-,37755,-,NÃO,ATIVA,-
08F/01U,FIÃES,191,40.982106,-8.518095,167601.793,445963.991,191,DOURO,AVEIRO,SANTA MARIA DA FEIRA,FIÃES,-,CCDR-NORTE,-,Udométrica,11597,31320,-,-,NÃO,EXTINTA,-
01H/06UG,FIÃES (MELGAÇO),715,42.105,-8.21,193614.464,570599.314,715,MINHO,VIANA DO CASTELO,MELGAÇO,FIÃES,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,29495,-,37773,-,NÃO,ATIVA,-
